Module,"Field Name","Field Type",Label,"Label Source",Required,"Read Only",Custom,"Linked Entity","DB Table","DB Column(s)","DB Column Type(s)","Options / Definition Details"
Contact,createdAt,datetime,"Created At",i18n:fields,,yes,,,contact,created_at,datetime,
Contact,createdBy,link,"Created By",i18n:fields,,yes,,User,contact,created_by_id,varchar(17),view=views/fields/user
Contact,csrName,varchar,"Customer Service Representative Name",i18n:fields,,yes,yes,,contact,csr_name,varchar(255),maxLength=255
Contact,dateOfBirth,date,"Date of Birth",i18n:fields,,,yes,,contact,date_of_birth,date,
Contact,daysUntil65,int,"Days Until 65",i18n:fields,,yes,yes,,contact,days_until65,int,
Contact,description,text,Description,i18n:fields,,,,,contact,description,mediumtext,
Contact,doNotCall,bool,"Do Not Call",i18n:fields,,,,,contact,do_not_call,tinyint(1),
Contact,emailAddress,email,Email,i18n:fields,,,,,contact,"(not stored)",,
Contact,emailAddressIsInvalid,bool,"Email Address is Invalid",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,emailAddressIsOptedOut,bool,"Email Address is Opted-Out",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,firstName,varchar,"First Name",i18n:fields,,,,,contact,first_name,varchar(100),"maxLength=100; pattern=$noBadCharacters"
Contact,hasPortalUser,bool,"Has Portal User",i18n:fields,,yes,,,contact,"(not stored)",,notStorable=true
Contact,lastName,varchar,"Last Name",i18n:fields,yes,,,,contact,last_name,varchar(100),"maxLength=100; pattern=$noBadCharacters"
Contact,middleName,varchar,"Middle Name",i18n:fields,,,,,contact,middle_name,varchar(100),"maxLength=100; pattern=$noBadCharacters"
Contact,modifiedAt,datetime,"Modified At",i18n:fields,,yes,,,contact,modified_at,datetime,
Contact,modifiedBy,link,"Modified By",i18n:fields,,yes,,User,contact,modified_by_id,varchar(17),view=views/fields/user
Contact,momentumClientId,varchar,"Momentum Client ID",i18n:fields,,yes,yes,,contact,momentum_client_id,varchar(255),maxLength=255
Contact,name,personName,Name,i18n:fields,,,,,contact,"(not stored)",,
Contact,opportunityRole,enum,"Opportunity Role",i18n:fields,,,,,contact,"(not stored)",,"options=[|Decision Maker|Evaluator|Influencer]; view=crm:views/contact/fields/opportunity-role; notStorable=true"
Contact,originalEmail,link,"Original Email",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,originalLead,linkOne,"Original Lead",i18n:fields,,yes,,Lead,contact,"(not stored)",,view=views/fields/link-one
Contact,phoneNumber,phone,Phone,i18n:fields,,,,,contact,"(not stored)",,
Contact,phoneNumberIsInvalid,bool,"Phone Number is Invalid",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,phoneNumberIsOptedOut,bool,"Phone Number is Opted-Out",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,portalUser,linkOne,"Portal User",i18n:fields,,yes,,User,contact,"(not stored)",,"view=views/fields/link-one; notStorable=true"
Contact,salutationName,enum,Salutation,i18n:fields,,,,,contact,salutation_name,varchar(255),options=[|Mr.|Ms.|Mrs.|Dr.]
Contact,streamUpdatedAt,datetime,"Stream Updated At",i18n:fields,,yes,,,contact,stream_updated_at,datetime,
Contact,targetList,link,"Target List",i18n:fields,,,,,contact,"(not stored)",,notStorable=true
Contact,targetListIsOptedOut,bool,"Is Opted Out (Target List)",i18n:fields,,yes,,,contact,"(not stored)",,notStorable=true
Contact,targetLists,linkMultiple,"Target Lists",i18n:fields,,,,TargetList,contact,"(not stored)",,
Contact,teams,linkMultiple,Teams,i18n:fields,,,,Team,contact,"(not stored)",,view=views/fields/teams
Contact,title,varchar,"Contact Title",i18n:fields,,,,,contact,"(not stored)",,"maxLength=100; view=crm:views/contact/fields/title; notStorable=true"
Policy,acceptedByAmsAt,datetime,"AMS Accepted At",i18n:fields,,yes,yes,,policy,accepted_by_ams_at,datetime,
Policy,acceptedByAmsBy,varchar,"AMS Accepted By",i18n:fields,,yes,yes,,policy,accepted_by_ams_by,varchar(100),maxLength=100
Policy,account,link,Account,i18n:links,,,,Account,policy,account_id,varchar(17),
Policy,activityLogs,linkMultiple,"Activity Logs",auto,,,yes,ActivityLog,policy,"(not stored)",,
Policy,agencyFeeConverted,currencyConverted,"Agency Fee Converted",auto,,yes,,,policy,"(not stored)",,
Policy,agencyFeeCurrency,enum,"Agency Fee Currency",auto,,,,,policy,agency_fee_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,agency_fee,currency,"Agency Fee",i18n:fields,,,yes,,policy,agency_fee|agency_fee_currency,double|varchar(3),
Policy,amsLockReason,text,"AMS Lock Reason",i18n:fields,,yes,yes,,policy,ams_lock_reason,mediumtext,
Policy,amsLockState,enum,"AMS Lock State",i18n:fields,,yes,yes,,policy,ams_lock_state,varchar(255),"options=[|Unlocked|Pending AMS|Locked by AMS|Rejected by AMS]; default=Unlocked"
Policy,assignedUser,link,"Assigned User",i18n:fields,,,,User,policy,assigned_user_id,varchar(17),
Policy,billing_type,enum,"Billing Type",i18n:fields,,,yes,,policy,billing_type,varchar(255),"options=[|Direct Bill|Agency Bill|Direct Bill 100|Agency Bill 100]"
Policy,bind_date,date,"Bind Date",i18n:fields,,,yes,,policy,bind_date,date,
Policy,business_type,varchar,"Business Type",i18n:fields,,,yes,,policy,business_type,varchar(255),maxLength=100
Policy,cancellation_date,date,"Cancellation Date",i18n:fields,,,yes,,policy,cancellation_date,date,
Policy,cancellation_reason,text,"Cancellation Reason",i18n:fields,,,yes,,policy,cancellation_reason,mediumtext,
Policy,carrier,varchar,Carrier,i18n:fields,,,yes,,policy,carrier,varchar(255),maxLength=255
Policy,carrierAccount,link,"Carrier Account",i18n:fields,,,,Account,policy,carrier_account_id,varchar(17),
Policy,carrierPortalUrl,url,"Carrier Portal",i18n:fields,,yes,yes,,policy,carrier_portal_url,varchar(255),
Policy,commissionAmount,currency,"Commission Amount",i18n:fields,,yes,yes,,policy,commission_amount|commission_amount_currency,double|varchar(3),
Policy,commissionAmountConverted,currencyConverted,"Commission Amount Converted",auto,,yes,,,policy,"(not stored)",,
Policy,commissionAmountCurrency,enum,"Commission Amount Currency",auto,,yes,,,policy,commission_amount_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,commission_rate,float,"Commission Rate (Percent)",i18n:fields,,,yes,,policy,commission_rate,double,
Policy,commissions,linkMultiple,Commissions,auto,,,yes,Commission,policy,"(not stored)",,
Policy,contact,link,Contact,i18n:links,,,,Contact,policy,contact_id,varchar(17),
Policy,coverageAmountConverted,currencyConverted,"Coverage Amount Converted",auto,,yes,,,policy,"(not stored)",,
Policy,coverageAmountCurrency,enum,"Coverage Amount Currency",auto,,,,,policy,coverage_amount_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,coverage_amount,currency,"Coverage Amount",i18n:fields,,,yes,,policy,coverage_amount|coverage_amount_currency,double|varchar(3),
Policy,createdAt,datetime,"Created At",i18n:fields,,yes,,,policy,created_at,datetime,
Policy,createdBy,link,"Created By",i18n:fields,,yes,,User,policy,created_by_id,varchar(17),
Policy,daysRemaining,int,"Days to Expiration",i18n:fields,,yes,yes,,policy,days_remaining,int,
Policy,deductible,currency,Deductible,i18n:fields,,,yes,,policy,deductible|deductible_currency,double|varchar(3),
Policy,deductibleConverted,currencyConverted,"Deductible Converted",auto,,yes,,,policy,"(not stored)",,
Policy,deductibleCurrency,enum,"Deductible Currency",auto,,,,,policy,deductible_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,effective_date,date,"Effective Date",i18n:fields,,,yes,,policy,effective_date,date,
Policy,email_sequence_started,bool,"Email Sequence Started",i18n:fields,,,yes,,policy,email_sequence_started,tinyint(1),
Policy,expiration_date,date,"Expiration Date",i18n:fields,,,yes,,policy,expiration_date,date,
Policy,insuredMomentumId,varchar,"NowCerts Insured ID",i18n:fields,,yes,yes,,policy,insured_momentum_id,varchar(255),maxLength=255
Policy,last_contact_date,date,"Last Contact Date",i18n:fields,,,yes,,policy,last_contact_date,date,
Policy,last_contact_method,enum,"Last Contact Method",i18n:fields,,,yes,,policy,last_contact_method,varchar(255),"options=[|Phone|Email|Text|No Response]"
Policy,line_of_business,varchar,"Line of Business",i18n:fields,,,yes,,policy,line_of_business,varchar(500),maxLength=500
Policy,line_of_business_raw,varchar,"Line of Business (original)",i18n:fields,,yes,yes,,policy,line_of_business_raw,varchar(500),maxLength=500
Policy,modifiedAt,datetime,"Modified At",i18n:fields,,yes,,,policy,modified_at,datetime,
Policy,modifiedBy,link,"Modified By",i18n:fields,,yes,,User,policy,modified_by_id,varchar(17),
Policy,momentumPolicyId,varchar,"NowCerts Policy ID",i18n:fields,,yes,yes,,policy,momentum_policy_id,varchar(255),maxLength=255
Policy,momentum_last_synced,datetime,"Momentum Last Synced",i18n:fields,,yes,yes,,policy,momentum_last_synced,datetime,
Policy,name,varchar,Name,i18n:fields,,,,,policy,name,varchar(100),maxLength=100
Policy,opportunities,linkMultiple,Opportunities,i18n:links,,,,Opportunity,policy,"(not stored)",,
Policy,policy_health,enum,"Policy Health",i18n:fields,,yes,yes,,policy,policy_health,varchar(255),"options=[|Active|Renewing|At Risk|Urgent|Expired]; default=Active"
Policy,policy_notes,text,"Policy Notes",i18n:fields,,,yes,,policy,policy_notes,mediumtext,
Policy,policy_number,varchar,"Policy Number",i18n:fields,,,yes,,policy,policy_number,varchar(100),maxLength=100
Policy,policy_term,int,"Policy Term (months)",i18n:fields,,,yes,,policy,policy_term,int,
Policy,premiumAmountConverted,currencyConverted,"Premium Amount Converted",auto,,yes,,,policy,"(not stored)",,
Policy,premiumAmountCurrency,enum,"Premium Amount Currency",auto,,,,,policy,premium_amount_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,premiumAtRisk,currency,"Premium at Risk",i18n:fields,,,yes,,policy,premium_at_risk|premium_at_risk_currency,double|varchar(3),
Policy,premiumAtRiskConverted,currencyConverted,"Premium At Risk Converted",auto,,yes,,,policy,"(not stored)",,
Policy,premiumAtRiskCurrency,enum,"Premium At Risk Currency",auto,,,,,policy,premium_at_risk_currency,varchar(3),"maxLength=3; view=views/fields/currency-list"
Policy,premium_amount,currency,"Premium Amount",i18n:fields,,,yes,,policy,premium_amount|premium_amount_currency,double|varchar(3),
Policy,propertyAddress,text,"Property Address",i18n:fields,,,yes,,policy,property_address,mediumtext,
Policy,reinstatement_date,date,"Reinstatement Date",i18n:fields,,,yes,,policy,reinstatement_date,date,
Policy,renewals,linkMultiple,Renewals,auto,,,yes,Renewal,policy,"(not stored)",,
Policy,renewedFrom,linkMultiple,"Renewed From",auto,,,yes,Renewal,policy,"(not stored)",,
Policy,status,enum,Status,i18n:fields,,,yes,,policy,status,varchar(255),"options=[|Active|Up for Renewal|Renewing|Renewed|Expired|Cancelled|Flat Cancel|Pending Cancel|Non-Renewed|Lapsed]; default=Active; audited=true"
Policy,statusLabel,enum,"Status Badge",i18n:fields,,yes,yes,,policy,status_label,varchar(255),"options=[|ACTIVE|UNKNOWN|RENEWAL WINDOW|CRITICAL RENEWAL|EXPIRED]"
Policy,streamUpdatedAt,datetime,"Stream Updated At",i18n:fields,,yes,,,policy,stream_updated_at,datetime,
Policy,sync_status,enum,"Sync Status",i18n:fields,,yes,yes,,policy,sync_status,varchar(255),"options=[|Synced|Pending|Error|Skipped]; default=Pending"
Policy,teams,linkMultiple,Teams,i18n:fields,,,,Team,policy,"(not stored)",,
Policy,underwriter,link,Underwriter,i18n:fields,,,yes,Contact,policy,underwriter_id,varchar(17),
Policy,urgency,enum,Urgency,i18n:fields,,,yes,,policy,urgency,varchar(255),options=[|Low|Medium|High|Critical]
Policy,urgencyIcon,varchar,Urgency,i18n:fields,,yes,yes,,policy,urgency_icon,varchar(8),maxLength=8
Policy,vin,varchar,VIN,i18n:fields,,,yes,,policy,vin,varchar(100),maxLength=100
